3066.000000	-3.861460	0.000003	-0.000000	-0.000005	-0.042365
3068.000000	-2.608220	-0.000014	0.000066	-0.000057	-0.042365
3070.000000	10.550800	0.000082	0.000017	-0.000046	-0.040403
3072.000000	24.649800	0.000171	-0.000004	-0.000099	-0.038433
3074.000000	38.435400	0.000186	-0.000052	-0.000032	-0.036463
3076.000000	52.221000	0.000230	-0.000056	-0.000056	-0.034478
3078.000000	65.693400	0.000288	-0.000045	-0.000034	-0.032497
3080.000000	79.479000	0.000390	-0.000048	-0.000041	-0.030540
3082.000000	93.578000	0.000473	-0.000097	-0.000029	-0.028590
3084.000000	107.050000	0.000551	-0.000082	-0.000070	-0.026623
3086.000000	121.149000	0.000644	-0.000117	-0.000050	-0.024643
3088.000000	133.682000	0.000628	-0.000105	-0.000031	-0.022662
3090.000000	146.841000	0.000705	-0.000143	-0.000053	-0.020695
3092.000000	160.313000	0.000818	-0.000170	-0.000039	-0.018738
3094.000000	173.785000	0.000948	-0.000235	-0.000045	-0.016768
3096.000000	186.631000	0.001023	-0.000208	-0.000073	-0.014783
3098.000000	199.790000	0.001011	-0.000283	-0.000059	-0.012805
3100.000000	212.949000	0.001090	-0.000270	-0.000063	-0.010833
3102.000000	225.795000	0.001118	-0.000266	-0.000042	-0.008865
3104.000000	236.761000	0.001231	-0.000393	-0.000049	-0.006902
